birth,death
-8.306623458862305,inf
-8.124038696289063,inf
-8.124038696289063,-1.4142135381698608
-8.062257766723633,-5.196152210235596
-8.062257766723633,-4.358899116516113
-8,-3.7416574954986572
-7.874007701873779,inf
-7.874007701873779,-5.74456262588501
-7.874007701873779,-3.7416574954986572
-7.8102498054504395,-7.071067810058594
-7.8102498054504395,1
-7.681145668029785,-3
-7.681145668029785,-2.8284270763397217
-7.681145668029785,-1
-7.681145668029785,1
-7.681145668029785,3
-7.6157732009887695,inf
-7.6157732009887695,-4.582575798034668
-7.6157732009887695,-4.123105525970459
-7.6157732009887695,-3.7416574954986572
-7.549834251403809,inf
-7.549834251403809,inf
-7.549834251403809,-3.7416574954986572
-7.549834251403809,4.690415859222412
-7.4833149909973145,inf
-7.4833149909973145,inf
-7.4833149909973145,-7.348469257354736
-7.4833149909973145,-6.4031243324279785
-7.4833149909973145,-5.385164737701416
-7.4833149909973145,-5.196152210235596
-7.4833149909973145,-4.123105525970459
-7.4833149909973145,-2.8284270763397217
-7.4833149909973145,3.464101552963257
-7.348469257354736,inf
-7.348469257354736,inf
-7.348469257354736,-7.211102485656738
-7.348469257354736,-7.211102485656738
-7.348469257354736,-7.141428470611572
-7.348469257354736,-7.071067810058594
-7.348469257354736,-7.071067810058594
-7.348469257354736,-6.928203105926514
-7.348469257354736,-6.78233003616333
-7.348469257354736,-5.385164737701416
-7.348469257354736,-4.358899116516113
-7.348469257354736,-3.7416574954986572
-7.348469257354736,-3.7416574954986572
-7.348469257354736,-3.7416574954986572
-7.348469257354736,-3.605551242828369
-7.348469257354736,-3.605551242828369
-7.348469257354736,-3.464101552963257
-7.348469257354736,-2.8284270763397217
-7.348469257354736,-2.2360680103302
-7.348469257354736,-1.4142135381698608
-7.348469257354736,1.7320507764816284
-7.348469257354736,3.464101552963257
-7.348469257354736,3.605551242828369
-7.348469257354736,4.4721360206604
-7.280109882354736,inf
-7.280109882354736,inf
-7.280109882354736,inf
-7.280109882354736,-7.211102485656738
-7.280109882354736,-7.211102485656738
-7.280109882354736,-7.071067810058594
-7.280109882354736,-6.78233003616333
-7.280109882354736,-6.324555397033691
-7.280109882354736,-6.164413928985596
